Container is store 7493 shapes:
Rectangle: x upper left = 0  y upper left= 0 x lower right = 0 y lower right = -11, Perimeter = 0.0
Circle: x = 18  y = 2  radius = 3, Perimeter = 18.84955592153876
Circle: x = 2  y = 17  radius = 3, Perimeter = 18.84955592153876
Circle: x = 12  y = 5  radius = 3, Perimeter = 18.84955592153876
Circle: x = 9  y = 16  radius = 3, Perimeter = 18.84955592153876
Circle: x = 13  y = 7  radius = 3, Perimeter = 18.84955592153876
Circle: x = 11  y = 15  radius = 3, Perimeter = 18.84955592153876
Circle: x = 18  y = 16  radius = 3, Perimeter = 18.84955592153876
Circle: x = 8  y = 17  radius = 3, Perimeter = 18.84955592153876
Circle: x = 1  y = 8  radius = 3, Perimeter = 18.84955592153876
Circle: x = 1  y = 15  radius = 3, Perimeter = 18.84955592153876
Circle: x = 7  y = 12  radius = 3, Perimeter = 18.84955592153876
Circle: x = 2  y = 13  radius = 3, Perimeter = 18.84955592153876
Circle: x = 5  y = 9  radius = 3, Perimeter = 18.84955592153876
Circle: x = 8  y = 11  radius = 3, Perimeter = 18.84955592153876
Circle: x = 20  y = 12  radius = 3, Perimeter = 18.84955592153876
Circle: x = 9  y = 3  radius = 3, Perimeter = 18.84955592153876
Circle: x = 7  y = 13  radius = 3, Perimeter = 18.84955592153876
Circle: x = 17  y = 5  radius = 3, Perimeter = 18.84955592153876
Circle: x = 17  y = 16  radius = 3, Perimeter = 18.84955592153876
Circle: x = 4  y = 3  radius = 3, Perimeter = 18.84955592153876
Circle: x = 17  y = 17  radius = 3, Perimeter = 18.84955592153876
Circle: x = 4  y = 8  radius = 3, Perimeter = 18.84955592153876
Circle: x = 6  y = 9  radius = 3, Perimeter = 18.84955592153876
Circle: x = 11  y = 15  radius = 3, Perimeter = 18.84955592153876
Circle: x = 8  y = 5  radius = 3, Perimeter = 18.84955592153876
Circle: x = 16  y = 8  radius = 3, Perimeter = 18.84955592153876
Circle: x = 2  y = 13  radius = 3, Perimeter = 18.84955592153876
Circle: x = 15  y = 12  radius = 3, Perimeter = 18.84955592153876
Circle: x = 19  y = 10  radius = 3, Perimeter = 18.84955592153876
Circle: x = 9  y = 17  radius = 3, Perimeter = 18.84955592153876
Circle: x = 7  y = 6  radius = 3, Perimeter = 18.84955592153876
Circle: x = 11  y = 14  radius = 3, Perimeter = 18.84955592153876
Circle: x = 19  y = 7  radius = 3, Perimeter = 18.84955592153876
Circle: x = 17  y = 8  radius = 3, Perimeter = 18.84955592153876
Circle: x = 15  y = 15  radius = 3, Perimeter = 18.84955592153876
Circle: x = 15  y = 8  radius = 3, Perimeter = 18.84955592153876
Circle: x = 11  y = 19  radius = 3, Perimeter = 18.84955592153876
Circle: x = 17  y = 9  radius = 3, Perimeter = 18.84955592153876
Circle: x = 8  y = 1  radius = 3, Perimeter = 18.84955592153876
Circle: x = 3  y = 11  radius = 3, Perimeter = 18.84955592153876
Circle: x = 16  y = 14  radius = 3, Perimeter = 18.84955592153876
Circle: x = 6  y = 8  radius = 3, Perimeter = 18.84955592153876
Circle: x = 17  y = 11  radius = 3, Perimeter = 18.84955592153876
Circle: x = 14  y = 7  radius = 3, Perimeter = 18.84955592153876
Circle: x = 20  y = 10  radius = 3, Perimeter = 18.84955592153876
Circle: x = 11  y = 15  radius = 3, Perimeter = 18.84955592153876
Circle: x = 13  y = 3  radius = 3, Perimeter = 18.84955592153876
Circle: x = 2  y = 6  radius = 3, Perimeter = 18.84955592153876
Circle: x = 4  y = 8  radius = 3, Perimeter = 18.84955592153876
Circle: x = 8  y = 17  radius = 3, Perimeter = 18.84955592153876
Circle: x = 15  y = 13  radius = 3, Perimeter = 18.84955592153876
Circle: x = 4  y = 4  radius = 3, Perimeter = 18.84955592153876
Circle: x = 19  y = 16  radius = 3, Perimeter = 18.84955592153876
Circle: x = 10  y = 20  radius = 3, Perimeter = 18.84955592153876
Circle: x = 13  y = 12  radius = 3, Perimeter = 18.84955592153876
Circle: x = 1  y = 3  radius = 3, Perimeter = 18.84955592153876
Circle: x = 5  y = 2  radius = 3, Perimeter = 18.84955592153876
Circle: x = 4  y = 10  radius = 3, Perimeter = 18.84955592153876
Circle: x = 6  y = 7  radius = 3, Perimeter = 18.84955592153876
Circle: x = 6  y = 12  radius = 3, Perimeter = 18.84955592153876
Circle: x = 13  y = 7  radius = 3, Perimeter = 18.84955592153876
Circle: x = 12  y = 1  radius = 3, Perimeter = 18.84955592153876
Circle: x = 11  y = 8  radius = 3, Perimeter = 18.84955592153876
Circle: x = 8  y = 2  radius = 3, Perimeter = 18.84955592153876
Circle: x = 11  y = 3  radius = 3, Perimeter = 18.84955592153876
Circle: x = 18  y = 14  radius = 3, Perimeter = 18.84955592153876
Circle: x = 12  y = 5  radius = 3, Perimeter = 18.84955592153876
Circle: x = 19  y = 11  radius = 3, Perimeter = 18.84955592153876
Circle: x = 7  y = 9  radius = 3, Perimeter = 18.84955592153876
Circle: x = 17  y = 8  radius = 3, Perimeter = 18.84955592153876
Circle: x = 17  y = 10  radius = 3, Perimeter = 18.84955592153876
Circle: x = 10  y = 18  radius = 3, Perimeter = 18.84955592153876
Circle: x = 16  y = 8  radius = 3, Perimeter = 18.84955592153876
Circle: x = 18  y = 8  radius = 3, Perimeter = 18.84955592153876
Triangle: a = (6;20)  b = (3;16)  c = (1;12), Perimeter = 18.90611708705618
Triangle: a = (19;3)  b = (14;10)  c = (18;2), Perimeter = 18.96081073941488
Triangle: a = (13;20)  b = (8;12)  c = (10;14), Perimeter = 18.970612189302162
Triangle: a = (5;12)  b = (11;14)  c = (2;11), Perimeter = 18.973665961010276
Triangle: a = (11;4)  b = (19;1)  c = (10;4), Perimeter = 19.030836725822667
Triangle: a = (1;13)  b = (8;18)  c = (9;18), Perimeter = 19.03630639909923
Triangle: a = (19;10)  b = (13;8)  c = (12;13), Perimeter = 19.03934793979345
Triangle: a = (18;3)  b = (18;10)  c = (20;1), Perimeter = 19.04797158203908
Triangle: a = (20;16)  b = (15;8)  c = (18;11), Perimeter = 19.061786626310393
Triangle: a = (11;10)  b = (11;6)  c = (18;6), Perimeter = 19.06225774829855
Triangle: a = (17;14)  b = (13;12)  c = (19;19), Perimeter = 19.07684521942697
Triangle: a = (6;9)  b = (8;5)  c = (1;11), Perimeter = 19.07684521942697
Triangle: a = (14;2)  b = (16;11)  c = (13;5), Perimeter = 19.090026049960635
Triangle: a = (17;12)  b = (8;14)  c = (14;11), Perimeter = 19.090026049960635
Triangle: a = (9;10)  b = (1;8)  c = (10;11), Perimeter = 19.147257794113553
Triangle: a = (18;16)  b = (10;12)  c = (10;14), Perimeter = 19.190483161234482
Triangle: a = (8;4)  b = (9;10)  c = (3;9), Perimeter = 19.236592872461912
Triangle: a = (12;18)  b = (9;12)  c = (13;10), Perimeter = 19.242597635797498
Triangle: a = (10;14)  b = (9;6)  c = (6;12), Perimeter = 19.242597635797498
Triangle: a = (20;4)  b = (16;11)  c = (15;5), Perimeter = 19.244039792189554
Triangle: a = (16;10)  b = (15;4)  c = (11;11), Perimeter = 19.244039792189554
Triangle: a = (16;15)  b = (8;20)  c = (9;18), Perimeter = 19.285822215420303
Triangle: a = (8;10)  b = (7;18)  c = (10;18), Perimeter = 19.308468999533872
Triangle: a = (10;4)  b = (6;4)  c = (1;1), Perimeter = 19.31778487535044
Triangle: a = (10;7)  b = (10;3)  c = (13;12), Perimeter = 19.31778487535044
Triangle: a = (12;14)  b = (6;17)  c = (9;10), Perimeter = 19.323977038363278
Triangle: a = (8;17)  b = (9;8)  c = (10;16), Perimeter = 19.353710863935756
Triangle: a = (8;6)  b = (7;15)  c = (6;7), Perimeter = 19.353710863935756
Triangle: a = (19;11)  b = (17;14)  c = (16;5), Perimeter = 19.369140346100778
Triangle: a = (15;10)  b = (19;18)  c = (20;18), Perimeter = 19.37825304205576
Triangle: a = (19;12)  b = (20;19)  c = (15;18), Perimeter = 19.381189876386237
Triangle: a = (4;15)  b = (5;8)  c = (9;14), Perimeter = 19.381189876386237
Triangle: a = (14;7)  b = (15;9)  c = (7;12), Perimeter = 19.38239698985995
Triangle: a = (1;8)  b = (2;17)  c = (4;12), Perimeter = 19.440549945271922
Triangle: a = (10;19)  b = (12;11)  c = (12;20), Perimeter = 19.482279228735113
Triangle: a = (9;13)  b = (10;18)  c = (5;10), Perimeter = 19.533000645649388
Triangle: a = (19;9)  b = (13;5)  c = (13;11), Perimeter = 19.53565787126474
Triangle: a = (7;3)  b = (15;6)  c = (7;6), Perimeter = 19.544003745317532
Triangle: a = (7;18)  b = (16;16)  c = (10;15), Perimeter = 19.54494767471039
Triangle: a = (7;17)  b = (10;20)  c = (8;11), Perimeter = 19.54494767471039
Triangle: a = (9;11)  b = (12;8)  c = (11;17), Perimeter = 19.62258114559346
Triangle: a = (16;10)  b = (10;3)  c = (12;9), Perimeter = 19.66720540324731
Triangle: a = (6;9)  b = (1;2)  c = (5;2), Perimeter = 19.673393078908102
Triangle: a = (3;18)  b = (10;19)  c = (3;14), Perimeter = 19.673393078908102
Triangle: a = (16;15)  b = (8;15)  c = (14;19), Perimeter = 19.68323850592756
Triangle: a = (2;20)  b = (4;15)  c = (9;14), Perimeter = 19.703728778020174
Triangle: a = (2;9)  b = (4;15)  c = (9;13), Perimeter = 19.771977875769814
Triangle: a = (8;8)  b = (17;12)  c = (9;8), Perimeter = 19.793129711795263
Triangle: a = (8;7)  b = (16;8)  c = (9;11), Perimeter = 19.80113647978012
Triangle: a = (12;9)  b = (3;8)  c = (11;11), Perimeter = 19.83545686095474
Triangle: a = (11;6)  b = (9;14)  c = (6;9), Perimeter = 19.90811504092592
Triangle: a = (6;14)  b = (11;8)  c = (6;7), Perimeter = 19.90926918949944
Triangle: a = (8;2)  b = (13;8)  c = (13;1), Perimeter = 19.90926918949944
Triangle: a = (9;3)  b = (11;3)  c = (18;7), Perimeter = 19.911115550094653
Triangle: a = (20;10)  b = (13;16)  c = (17;16), Perimeter = 19.927748389792256
Triangle: a = (8;9)  b = (8;5)  c = (14;12), Perimeter = 19.927748389792256
Triangle: a = (13;11)  b = (8;12)  c = (4;15), Perimeter = 19.947877315388887
Triangle: a = (18;13)  b = (11;11)  c = (9;9), Perimeter = 19.957394815822813
Rectangle: x upper left = 8  y upper left= 0 x lower right = 18 y lower right = -3, Perimeter = 20.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 15 y lower right = -17, Perimeter = 20.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 30 y lower right = -10, Perimeter = 20.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 23 y lower right = -17, Perimeter = 20.0
Rectangle: x upper left = 1  y upper left= 0 x lower right = 11 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 16  y upper left= 0 x lower right = 26 y lower right = -10, Perimeter = 20.0
Rectangle: x upper left = 1  y upper left= 0 x lower right = 11 y lower right = -18, Perimeter = 20.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 22 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 22 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 24 y lower right = -12, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = 0, Perimeter = 20.0
Rectangle: x upper left = 16  y upper left= 0 x lower right = 26 y lower right = -18, Perimeter = 20.0
Rectangle: x upper left = 18  y upper left= 0 x lower right = 28 y lower right = -16, Perimeter = 20.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 15 y lower right = -2, Perimeter = 20.0
Rectangle: x upper left = 10  y upper left= 0 x lower right = 20 y lower right = -15, Perimeter = 20.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 10 y lower right = -5, Perimeter = 20.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 17 y lower right = -17, Perimeter = 20.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 18 y lower right = -8, Perimeter = 20.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 30 y lower right = -1, Perimeter = 20.0
Rectangle: x upper left = 6  y upper left= 0 x lower right = 16 y lower right = -20, Perimeter = 20.0
Rectangle: x upper left = 19  y upper left= 0 x lower right = 29 y lower right = -10, Perimeter = 20.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 10 y lower right = -14, Perimeter = 20.0
Rectangle: x upper left = 1  y upper left= 0 x lower right = 11 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 1  y upper left= 0 x lower right = 11 y lower right = -3, Perimeter = 20.0
Rectangle: x upper left = 16  y upper left= 0 x lower right = 26 y lower right = -15, Perimeter = 20.0
Rectangle: x upper left = 11  y upper left= 0 x lower right = 21 y lower right = -18, Perimeter = 20.0
Rectangle: x upper left = 10  y upper left= 0 x lower right = 20 y lower right = -19, Perimeter = 20.0
Rectangle: x upper left = 11  y upper left= 0 x lower right = 21 y lower right = -15, Perimeter = 20.0
Rectangle: x upper left = 6  y upper left= 0 x lower right = 16 y lower right = -19, Perimeter = 20.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 23 y lower right = -19, Perimeter = 20.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 27 y lower right = -20, Perimeter = 20.0
Rectangle: x upper left = 18  y upper left= 0 x lower right = 28 y lower right = -18, Perimeter = 20.0
Rectangle: x upper left = 1  y upper left= 0 x lower right = 11 y lower right = -11, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = -8, Perimeter = 20.0
Rectangle: x upper left = 10  y upper left= 0 x lower right = 20 y lower right = -3, Perimeter = 20.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 23 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = -10, Perimeter = 20.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 15 y lower right = -2, Perimeter = 20.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 15 y lower right = -15, Perimeter = 20.0
Rectangle: x upper left = 19  y upper left= 0 x lower right = 29 y lower right = -1, Perimeter = 20.0
Rectangle: x upper left = 10  y upper left= 0 x lower right = 20 y lower right = -3, Perimeter = 20.0
Rectangle: x upper left = 6  y upper left= 0 x lower right = 16 y lower right = -10, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 9  y upper left= 0 x lower right = 19 y lower right = -4, Perimeter = 20.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 23 y lower right = -20, Perimeter = 20.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 12 y lower right = -16, Perimeter = 20.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 10 y lower right = -14, Perimeter = 20.0
Rectangle: x upper left = 9  y upper left= 0 x lower right = 19 y lower right = -19, Perimeter = 20.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 23 y lower right = -14, Perimeter = 20.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 22 y lower right = -17, Perimeter = 20.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 23 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 10 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = -5, Perimeter = 20.0
Rectangle: x upper left = 19  y upper left= 0 x lower right = 29 y lower right = -1, Perimeter = 20.0
Rectangle: x upper left = 4  y upper left= 0 x lower right = 14 y lower right = -12, Perimeter = 20.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 22 y lower right = -17, Perimeter = 20.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 24 y lower right = -14, Perimeter = 20.0
Rectangle: x upper left = 6  y upper left= 0 x lower right = 16 y lower right = -20, Perimeter = 20.0
Rectangle: x upper left = 19  y upper left= 0 x lower right = 29 y lower right = -20, Perimeter = 20.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 18 y lower right = -8, Perimeter = 20.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 30 y lower right = -16, Perimeter = 20.0
Rectangle: x upper left = 3  y upper left= 0 x lower right = 13 y lower right = -11, Perimeter = 20.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 22 y lower right = -17, Perimeter = 20.0
Rectangle: x upper left = 19  y upper left= 0 x lower right = 29 y lower right = -20, Perimeter = 20.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 22 y lower right = -1, Perimeter = 20.0
Rectangle: x upper left = 18  y upper left= 0 x lower right = 28 y lower right = -1, Perimeter = 20.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 10 y lower right = -6, Perimeter = 20.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 30 y lower right = -14, Perimeter = 20.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 24 y lower right = -15, Perimeter = 20.0
Rectangle: x upper left = 11  y upper left= 0 x lower right = 21 y lower right = -15, Perimeter = 20.0
Rectangle: x upper left = 3  y upper left= 0 x lower right = 13 y lower right = -4, Perimeter = 20.0
Rectangle: x upper left = 18  y upper left= 0 x lower right = 28 y lower right = -11, Perimeter = 20.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 22 y lower right = -11, Perimeter = 20.0
Rectangle: x upper left = 18  y upper left= 0 x lower right = 28 y lower right = -3, Perimeter = 20.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 18 y lower right = -15, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = -16, Perimeter = 20.0
Rectangle: x upper left = 6  y upper left= 0 x lower right = 16 y lower right = -17, Perimeter = 20.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 18 y lower right = -4, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = -8, Perimeter = 20.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 27 y lower right = -9, Perimeter = 20.0
Rectangle: x upper left = 4  y upper left= 0 x lower right = 14 y lower right = -2, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = -14, Perimeter = 20.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 10 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 9  y upper left= 0 x lower right = 19 y lower right = -12, Perimeter = 20.0
Rectangle: x upper left = 9  y upper left= 0 x lower right = 19 y lower right = -5, Perimeter = 20.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 27 y lower right = -7, Perimeter = 20.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 27 y lower right = -8, Perimeter = 20.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 10 y lower right = -7, Perimeter = 20.0
Rectangle: x upper left = 18  y upper left= 0 x lower right = 28 y lower right = -3, Perimeter = 20.0
Rectangle: x upper left = 6  y upper left= 0 x lower right = 16 y lower right = -11, Perimeter = 20.0
Rectangle: x upper left = 13  y upper left= 0 x lower right = 23 y lower right = -14, Perimeter = 20.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 10 y lower right = -2, Perimeter = 20.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 30 y lower right = -16, Perimeter = 20.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 12 y lower right = -4, Perimeter = 20.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 30 y lower right = -5, Perimeter = 20.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 18 y lower right = -16, Perimeter = 20.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 12 y lower right = -1, Perimeter = 20.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 18 y lower right = -6, Perimeter = 20.0
Rectangle: x upper left = 11  y upper left= 0 x lower right = 21 y lower right = -7, Perimeter = 20.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 12 y lower right = -2, Perimeter = 20.0
Rectangle: x upper left = 18  y upper left= 0 x lower right = 28 y lower right = -4, Perimeter = 20.0
Rectangle: x upper left = 20  y upper left= 0 x lower right = 30 y lower right = 0, Perimeter = 20.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 27 y lower right = -6, Perimeter = 20.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 17 y lower right = -9, Perimeter = 20.0
Rectangle: x upper left = 16  y upper left= 0 x lower right = 26 y lower right = -19, Perimeter = 20.0
Rectangle: x upper left = 14  y upper left= 0 x lower right = 24 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 4  y upper left= 0 x lower right = 14 y lower right = -4, Perimeter = 20.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 18 y lower right = -11, Perimeter = 20.0
Rectangle: x upper left = 2  y upper left= 0 x lower right = 12 y lower right = -2, Perimeter = 20.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 17 y lower right = -9, Perimeter = 20.0
Rectangle: x upper left = 10  y upper left= 0 x lower right = 20 y lower right = -7, Perimeter = 20.0
Rectangle: x upper left = 6  y upper left= 0 x lower right = 16 y lower right = -15, Perimeter = 20.0
Rectangle: x upper left = 12  y upper left= 0 x lower right = 22 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 10 y lower right = -17, Perimeter = 20.0
Rectangle: x upper left = 16  y upper left= 0 x lower right = 26 y lower right = -5, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = -9, Perimeter = 20.0
Rectangle: x upper left = 4  y upper left= 0 x lower right = 14 y lower right = -2, Perimeter = 20.0
Rectangle: x upper left = 8  y upper left= 0 x lower right = 18 y lower right = -7, Perimeter = 20.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 15 y lower right = -13, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = -14, Perimeter = 20.0
Rectangle: x upper left = 4  y upper left= 0 x lower right = 14 y lower right = -19, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = -14, Perimeter = 20.0
Rectangle: x upper left = 5  y upper left= 0 x lower right = 15 y lower right = -11, Perimeter = 20.0
Rectangle: x upper left = 7  y upper left= 0 x lower right = 17 y lower right = -19, Perimeter = 20.0
Rectangle: x upper left = 19  y upper left= 0 x lower right = 29 y lower right = -17, Perimeter = 20.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 10 y lower right = -8, Perimeter = 20.0
Rectangle: x upper left = 17  y upper left= 0 x lower right = 27 y lower right = -1, Perimeter = 20.0
Rectangle: x upper left = 15  y upper left= 0 x lower right = 25 y lower right = -20, Perimeter = 20.0
Rectangle: x upper left = 1  y upper left= 0 x lower right = 11 y lower right = -15, Perimeter = 20.0
Rectangle: x upper left = 19  y upper left= 0 x lower right = 29 y lower right = -7, Perimeter = 20.0
Rectangle: x upper left = 0  y upper left= 0 x lower right = 10 y lower right = -20, Perimeter = 20.0
Rectangle: x upper left = 9  y upper left= 0 x lower right = 19 y lower right = -2, Perimeter = 20.0
Triangle: a = (12;13)  b = (19;15)  c = (14;19), Perimeter = 20.007789447050126
Triangle: a = (14;11)  b = (20;3)  c = (17;6), Perimeter = 20.073592581964583
Triangle: a = (14;13)  b = (8;5)  c = (11;8), Perimeter = 20.073592581964583
Triangle: a = (9;10)  b = (18;7)  c = (11;7), Perimeter = 20.092384255969126
Triangle: a = (5;16)  b = (12;16)  c = (14;13), Perimeter = 20.09238425596913
Triangle: a = (5;12)  b = (3;3)  c = (1;5), Perimeter = 20.110229330337624
Triangle: a = (4;14)  b = (8;18)  c = (9;10), Perimeter = 20.122236235223777
Triangle: a = (17;8)  b = (15;12)  c = (11;16), Perimeter = 20.12899020449196
Triangle: a = (11;18)  b = (15;18)  c = (5;19), Perimeter = 20.13263815141911
Triangle: a = (7;14)  b = (12;14)  c = (2;13), Perimeter = 20.148895134713676
Triangle: a = (1;8)  b = (5;8)  c = (10;12), Perimeter = 20.251982039228952
Triangle: a = (2;7)  b = (3;5)  c = (2;15), Perimeter = 20.28594359862068
Triangle: a = (12;8)  b = (11;6)  c = (3;4), Perimeter = 20.331137030531217
Triangle: a = (2;10)  b = (5;14)  c = (10;16), Perimeter = 20.385164807134505
Triangle: a = (17;14)  b = (7;16)  c = (8;16), Perimeter = 20.417583484478456
Triangle: a = (2;17)  b = (12;19)  c = (11;19), Perimeter = 20.417583484478456
Triangle: a = (6;9)  b = (6;8)  c = (4;18), Perimeter = 20.417583484478456
Triangle: a = (9;6)  b = (10;9)  c = (18;8), Perimeter = 20.444079865759818
Triangle: a = (10;9)  b = (9;19)  c = (10;18), Perimeter = 20.464089183493986
Triangle: a = (1;10)  b = (11;9)  c = (10;10), Perimeter = 20.464089183493986
Triangle: a = (12;15)  b = (15;18)  c = (6;19), Perimeter = 20.50912837618468
Triangle: a = (6;3)  b = (6;7)  c = (4;13), Perimeter = 20.52259434752233
Triangle: a = (13;8)  b = (11;16)  c = (12;6), Perimeter = 20.532154849856003
Triangle: a = (1;12)  b = (3;7)  c = (1;17), Perimeter = 20.583203834320074
Triangle: a = (4;17)  b = (12;20)  c = (7;14), Perimeter = 20.59689410834347
Triangle: a = (6;8)  b = (11;1)  c = (6;1), Perimeter = 20.602325267042627
Triangle: a = (6;4)  b = (5;10)  c = (7;14), Perimeter = 20.604774106418688
Triangle: a = (13;12)  b = (9;14)  c = (3;13), Perimeter = 20.604774106418688
Triangle: a = (17;13)  b = (18;17)  c = (10;12), Perimeter = 20.62815456953974
Triangle: a = (11;6)  b = (18;5)  c = (19;1), Perimeter = 20.62815456953974
Triangle: a = (13;8)  b = (11;5)  c = (5;11), Perimeter = 20.634836395020088
Triangle: a = (15;1)  b = (20;3)  c = (16;9), Perimeter = 20.658525106361033
Triangle: a = (16;11)  b = (14;1)  c = (15;10), Perimeter = 20.667637727696082
Triangle: a = (16;14)  b = (13;13)  c = (7;9), Perimeter = 20.669010352083358
Triangle: a = (11;11)  b = (16;9)  c = (20;6), Perimeter = 20.680794948121505
Triangle: a = (4;7)  b = (11;12)  c = (13;11), Perimeter = 20.68725104633852
Triangle: a = (8;10)  b = (7;13)  c = (16;13), Perimeter = 20.70628140548591
Triangle: a = (10;8)  b = (9;5)  c = (18;5), Perimeter = 20.70628140548591
Triangle: a = (8;20)  b = (2;17)  c = (11;16), Perimeter = 20.763589070636787
Triangle: a = (14;17)  b = (13;11)  c = (19;10), Perimeter = 20.767850327639067
Triangle: a = (1;1)  b = (9;7)  c = (7;3), Perimeter = 20.79669127533634
Triangle: a = (6;8)  b = (13;8)  c = (3;10), Perimeter = 20.803590302649557
Triangle: a = (12;1)  b = (12;4)  c = (18;9), Perimeter = 20.810249675906654
Triangle: a = (11;13)  b = (8;3)  c = (10;9), Perimeter = 20.88796745486497
Triangle: a = (10;4)  b = (5;7)  c = (10;12), Perimeter = 20.902019706710774
Triangle: a = (10;7)  b = (15;13)  c = (12;4), Perimeter = 20.90263393187578
Triangle: a = (19;14)  b = (10;11)  c = (20;14), Perimeter = 20.927139489415687
Triangle: a = (18;10)  b = (15;20)  c = (15;19), Perimeter = 20.927139489415687
Triangle: a = (6;3)  b = (3;11)  c = (5;1), Perimeter = 20.978110750002887
Triangle: a = (13;18)  b = (17;16)  c = (16;9), Perimeter = 21.030036747370193
Triangle: a = (17;9)  b = (11;12)  c = (15;4), Perimeter = 21.037640649633033
Triangle: a = (4;12)  b = (12;8)  c = (9;14), Perimeter = 21.037640649633033
Triangle: a = (5;8)  b = (15;5)  c = (12;5), Perimeter = 21.05607961477446
Triangle: a = (10;20)  b = (20;20)  c = (12;18), Perimeter = 21.074638375981515
Triangle: a = (15;5)  b = (8;6)  c = (16;10), Perimeter = 21.11435923545742
